Nome,Stato,Altitudine (m),Latitudine,Longitudine,Regione/Cantone/Bundesland,Provincia/Distretto,Tipo strada,Superficie,Rif. strada,Wikipedia
Selletta di Colle Botto,Italia,1015,45.7906377,9.7440402,Lombardia,Bergamo,tertiary;unclassified,asphalt,SP36,
Passo della Calchera,Italia,156,45.8613047,12.0373363,Veneto,Treviso,primary,asphalt,SP34,
Passo del Segarino,Italia,968,44.5160814,9.5792768,Emilia-Romagna,Parma,track;unclassified,asphalt,,
Valico di Monte Scuro,Italia,1618,39.3349609,16.3990171,Calabria,Cosenza,tertiary,asphalt,SP209;SP256,
Passo Guerrini,Italia,409,43.9174637,8.0030086,Liguria,Imperia,path;unclassified,asphalt,,
Colle del Quasso,Italia,1131,44.20163,8.0677999,Piemonte,Cuneo,residential;secondary;unclassified,asphalt,SP213,https://it.wikipedia.org/wiki/Colle_del_Quazzo
Martellona,Italia,768,44.5711922,9.0198924,Liguria,Genova,secondary,asphalt,SP12,
Passo Stretto,Italia,1058,45.827032,11.5986856,Veneto,Vicenza,secondary,asphalt,SP72,
Passo di Cima Rest,Italia,1204,45.7817891,10.6274604,Lombardia,Brescia,residential;tertiary,asphalt,,
Portella di Pitta,Italia,485,37.2888186,14.1938233,Sicilia,Caltanissetta,secondary;track,asphalt,SP27,
Passo delle Pratole,Italia,1001,43.8448232,12.3426835,Emilia-Romagna,Rimini,unclassified,asphalt,,
Colla Rinella,Italia,1278,44.0940798,7.8136005,Liguria,Imperia,secondary,asphalt,,
Colle di Nava,Italia,934,44.0849042,7.8728783,Liguria,Imperia,primary,asphalt,SS28,https://it.wikipedia.org/wiki/Colle_di_Nava
Sella Ciampigotto,Italia,1790,46.4784763,12.6081477,Veneto,Belluno,path;secondary,asphalt,SP619,
Passo dello Stelvio - Stilfser Joch,Italia,2758,46.5286176,10.4532056,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,secondary,asphalt,SS38,https://it.wikipedia.org/wiki/_Passo_dello_Stelvio
Colletta di Cumiana,Italia,618,45.006761,7.3590763,Piemonte,Torino,steps;tertiary,asphalt,,
Valico di Chiunzi,Italia,656,40.7187549,14.6197836,Campania,Salerno,secondary,asphalt,SP2/a,https://it.wikipedia.org/wiki/Chiunzi
Passo della Braccina,Italia,957,43.9226193,11.774528,Emilia-Romagna,Forlì-Cesena,path;tertiary,asphalt,,
Passo della Cerventosa,Italia,749,43.2913867,12.0567707,Toscana,Arezzo,secondary,asphalt,SP34,https://it.wikipedia.org/wiki/Passo_di_Cerventosa
Passo Foscagno,Italia,2291,46.496356,10.207859,Lombardia,Sondrio,secondary,asphalt,SS301,https://it.wikipedia.org/wiki/Passo_del_Foscagno
Passo di Conio,Italia,1072,43.9719175,7.8755484,Liguria,Imperia,secondary,asphalt,SP24,
Bocca di Nevese,Italia,750,45.7739976,10.7430197,Lombardia,Brescia,service;unclassified,asphalt,,
Passo del Capriolo,Italia,1221,46.0957025,11.2584844,Trentino-Alto Adige/Südtirol,Trento,tertiary,asphalt,,
Passo di Portella Bianca,Italia,346,37.2432578,14.3819546,Sicilia,Catania,primary,asphalt,SS117bis,
Sella Nevea,Italia,1195,46.3903895,13.4763436,Friuli-Venezia Giulia,Udine,secondary,asphalt,SP76,
Passo della Madonna,Italia,70,38.7139277,13.1687267,Sicilia,Palermo,residential,asphalt,,
Portella Castro,Italia,560,37.5343134,14.2650898,Sicilia,Enna,primary;unclassified,asphalt,SS117bis,
Tavianella,Italia,1030,44.1050565,11.2043712,Emilia-Romagna,Bologna,service;unclassified,asphalt,,
Sella di Rioda,Italia,1800,46.4750675,12.6351188,Veneto,Belluno,secondary,asphalt,SP33,
spartiacque Belice/Scanzano,Italia,665,37.9220648,13.3461946,Sicilia,Palermo,secondary,asphalt,SP5,
Forcella Lavardet,Italia,1542,46.4997806,12.6285732,Veneto,Belluno,unclassified,asphalt,SP465,https://it.wikipedia.org/wiki/Forcella_Lavardet
Passo di Santa Cristina,Italia,1427,46.1693554,10.1563963,Lombardia,Sondrio,unclassified,asphalt,,
Bivio del Pidocchio,Italia,1565,45.6917535,11.002948,Veneto,Verona,tertiary,asphalt,SP14,
Passo Rive del Cerro,Italia,604,44.1872446,11.629748,Emilia-Romagna,Ravenna,path;unclassified,asphalt,,
Portella Malamogliera,Italia,791,37.6684037,14.2573705,Sicilia,Enna,unclassified,asphalt,SP80,
Passo del Muraglione,Italia,907,43.9328957,11.6547827,Toscana,Firenze,primary,asphalt,SS67,https://it.wikipedia.org/wiki/Passo_del_Muraglione
Portella San Lorenzo,Italia,436,37.6345579,14.7072979,Sicilia,Enna,tertiary,asphalt,SP106,
Portella di Rebuttone,Italia,713,38.0301298,13.3271423,Sicilia,Palermo,secondary,asphalt,SP5,
Portella delle Serre,Italia,791,37.7611096,13.5782808,Sicilia,Palermo,tertiary;track,asphalt,,
Valico di Montebello,Italia,450,43.2234718,11.1654247,Toscana,Siena,primary,asphalt,SP73bis,
Passo Colla,Italia,593,40.0270275,15.7311281,Basilicata,Potenza,secondary,asphalt,SP3,
Passo Casone Cocca,Italia,1050,41.3343983,14.9202322,Campania,Benevento,secondary,asphalt,SS369,
Passo Predaia,Italia,1250,46.3265294,11.1407307,Trentino-Alto Adige/Südtirol,Trento,tertiary,asphalt,SP13dir,https://it.wikipedia.org/wiki/Passo_Predaia
Passo del Mortirolo,Italia,1852,46.2478567,10.2983094,Lombardia,Sondrio,path;secondary,asphalt,SS42 dir/A,https://it.wikipedia.org/wiki/Passo_del_Mortirolo
S'Arco de sa Palma,Italia,0,38.89328,8.839312,Sardegna,Sud Sardegna,secondary,asphalt,SP71,
Passo del Gatto,Italia,1255,44.3041361,10.2205313,Emilia-Romagna,Reggio nell'Emilia,path;tertiary,asphalt,SP58,
Valico della Forcella,Italia,1403,42.1869037,13.5509542,Abruzzo,L'Aquila,secondary,asphalt,SP11,
Portella Mitta,Italia,1251,37.9919416,14.8963776,Sicilia,Messina,secondary,asphalt,,
Sella di Bondo,Italia,823,45.9971334,10.6913228,Trentino-Alto Adige/Südtirol,Trento,primary,asphalt,SS237,
Valico di Capanne di Carrega,Italia,1415,44.6002797,9.2052623,Liguria,Genova,secondary,asphalt,SP147,
Passo di Monte Lago,Italia,1096,44.7468268,9.3106696,Emilia-Romagna,Piacenza,unclassified,asphalt,,
Passo della Serra,Italia,1085,44.6182333,9.3826715,Emilia-Romagna,Piacenza,secondary,asphalt,SP72,
Colla di Gambaro,Italia,890,44.608903,9.4832582,Emilia-Romagna,Piacenza,primary,asphalt,SS654,
Passo del Monte Amiata,Italia,1683,42.8907601,11.6266102,Toscana,Siena,secondary,asphalt,SP81,
Passo del Compet,Italia,1383,46.0393189,11.2999145,Trentino-Alto Adige/Südtirol,Trento,secondary,asphalt,SP12,
Colle di Creto,Italia,603,44.4721203,9.0089358,Liguria,Genova,secondary,asphalt,SP13,https://it.wikipedia.org/wiki/Colle_di_Creto
Colli Galena,Italia,1162,45.7443492,9.9804026,Lombardia,Bergamo,unclassified,asphalt,,
Bocca dei Ravari,Italia,0,44.3004776,11.0149298,Emilia-Romagna,Bologna,primary;secondary,asphalt,SP25;SS623,
Vado di Sole,Italia,1641,42.3951524,13.7867623,Abruzzo,Pescara,secondary,asphalt,SP80,
Forcella di Pradalunga,Italia,627,45.7436543,9.7998662,Lombardia,Bergamo,unclassified,asphalt,,
Colle di Guaitarola,Italia,607,44.2125926,9.5844801,Liguria,La Spezia,secondary,asphalt,,
Colla di San Grato,Italia,1015,44.2773652,7.9571955,Piemonte,Cuneo,secondary,asphalt,SP326,
Varco Aia delle Forche,Italia,786,41.3937137,14.8797904,Campania,Benevento,secondary,asphalt,SP56,
Passo di Sant'Antonio,Italia,1000,45.8071858,9.6353626,Lombardia,Bergamo,unclassified,asphalt,,
Colle di Berbenno,Italia,708,45.8064748,9.5827433,Lombardia,Bergamo,secondary,asphalt,SP32,
Valico Monte Masoni,Italia,87,39.505361,9.4228935,Sardegna,Sud Sardegna,primary,asphalt,SS387,
Passo Sarcerei,Italia,962,39.8719154,9.5139057,Sardegna,Nuoro,primary,asphalt,SS198,
Valico Strisaili,Italia,898,39.9436679,9.4928342,Sardegna,Nuoro,primary,asphalt,SP27,
Valico Sa Casa,Italia,1026,39.9187636,9.1344823,Sardegna,Nuoro,primary;track,asphalt,SS295,
Valico Ortuabis,Italia,840,39.8903321,9.1189668,Sardegna,Nuoro,primary,asphalt,SS128,
Valico S'Isca sa Mela,Italia,917,40.0335308,9.1422731,Sardegna,Nuoro,primary,asphalt,SS128,
Valico Nostra Signora di Loreto,Italia,751,40.2212784,9.312113,Sardegna,Nuoro,secondary,asphalt,SP22,
Passo Masiénnera,Italia,988,40.4736841,9.0475735,Sardegna,Sassari,tertiary;tertiary_link,asphalt,SP36,
Kniepass - La Serra,Italia,0,46.7888675,11.8713767,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,primary,asphalt,SS49,
Sella di Carpena,Italia,581,44.1075103,9.768648,Liguria,La Spezia,tertiary,asphalt,,
Valico della Siligata,Italia,0,43.9428821,12.8230941,Marche,Pesaro e Urbino,primary,asphalt,SS16,
Valico di San Franco,Italia,1473,42.4511025,13.3811165,Abruzzo,L'Aquila,secondary,asphalt,SP86,
Valico di Santa Maria Maddalena,Italia,1455,43.0102499,13.2268901,Marche,Macerata,secondary,asphalt,SP120,
Passo del Diavolo,Italia,1400,41.875789,13.7461355,Abruzzo,L'Aquila,primary,asphalt,SS83,
Vado di Cornillo,Italia,1325,42.5999637,13.3263844,Lazio,Rieti,primary,asphalt,SR577,
Colle di San Maurizio,Italia,854,44.3626201,7.4614454,Piemonte,Cuneo,path;service;tertiary,asphalt,SP304,
Valico di Monte Spaccato / Drašca,Italia,352,45.652966,13.8253537,Friuli-Venezia Giulia,Trieste,primary,asphalt,SS202dir,
Valico Cantoniera Esterzili,Italia,0,39.7871933,9.2554396,Sardegna,Sud Sardegna,primary,asphalt,SS198,
S'Arcu Piras Orrubias,Italia,926,40.0014168,9.4117951,Sardegna,Nuoro,secondary,asphalt,SPexSS389,
Passo Plebi,Italia,358,40.976736,9.4631651,Sardegna,Sassari,unclassified,asphalt,,
Scala Sos Pezzos,Italia,760,40.4255851,8.9243638,Sardegna,Sassari,secondary,asphalt,SP43,
S'Arcu,Italia,791,39.9666443,9.1619835,Sardegna,Nuoro,secondary,asphalt,SP61bis,
Valico del Soglio,Italia,828,42.9049846,12.8962303,Umbria,Perugia,secondary,asphalt,SR319,
Portella Mucini,Italia,786,37.5994492,13.9242107,Sicilia,Caltanissetta,secondary,asphalt,SP42,
Col delle Bagole,Italia,881,46.0649509,11.6535641,Trentino-Alto Adige/Südtirol,Trento,tertiary,asphalt,SP212,
Sella di Balisio,Italia,728,45.9206813,9.4387951,Lombardia,Lecco,secondary,asphalt,SP62,
S'arcu De Is Cassadoris,Italia,629,39.0065637,8.865324,Sardegna,Cagliari,track;unclassified,asphalt,,
Passo del Quaranta,Italia,973,42.8483076,11.6553785,Toscana,Siena,tertiary,asphalt,SP25;SP81,
Passo della Futa,Italia,903,44.0961646,11.275304,Toscana,Firenze,primary,asphalt,SS65,https://it.wikipedia.org/wiki/Passo_della_Futa
Passo Crocetta,Italia,979,39.3208081,16.1131497,Calabria,Cosenza,tertiary,asphalt,SP35,
Passo di Coltibuono,Italia,703,43.4938895,11.4420957,Toscana,Siena,primary,asphalt,SR429,
Valico Macia Morta,Italia,606,43.4933148,11.2558344,Toscana,Siena,secondary,asphalt,SP76/a,
Valico di Montegrossi,Italia,596,43.4894096,11.4507156,Toscana,Siena,primary,asphalt,SP408,
Passo di Lucerena,Italia,595,43.3247314,11.1770792,Toscana,Siena,tertiary,asphalt,SP101,
Passo Seragio,Italia,1120,42.9171037,11.6572258,Toscana,Siena,secondary,asphalt,SP65,
Bivio delle Guardie,Italia,1060,44.1687082,11.2588298,Emilia-Romagna,Bologna,residential;tertiary;unclassified,asphalt,,
Valico di Montecoronaro,Italia,865,43.7859774,12.0252674,Emilia-Romagna,Forlì-Cesena,secondary,asphalt,SP137,
Passo di San Martino,Italia,0,46.1657081,13.5753398,Friuli-Venezia Giulia,Udine,tertiary,asphalt,,
spartiacque Belice/Scanzano,Italia,605,37.8909943,13.3703796,Sicilia,Palermo,unclassified,asphalt,,
spartiacque costa tirrenica/costa ionica,Italia,785,37.7952111,14.2441666,Sicilia,Palermo,primary,asphalt,SS120,
spartiacque costa africana/costa tirrenica,Italia,785,37.7959287,14.2147419,Sicilia,Palermo,primary,asphalt,SS120,
Strada Provinciale 15,Italia,0,40.083042,8.9638741,Sardegna,Oristano,secondary,asphalt,SP15,
Hirschenbergl,Austria,197,48.2409324,16.3488476,Wien,Wien(Stadt),secondary,asphalt,,
Pötschenpass,Austria,993,47.6220308,13.6952212,Steiermark,Liezen,primary,asphalt,B145,de:Pötschenpass
Klostertaler Gscheid,Austria,764,47.8101971,15.799456,Niederösterreich,Wiener Neustadt(Land),secondary,asphalt,L134,de:Klostertaler Gscheid
Kniepass,Austria,554,47.6318095,12.727906,Salzburg,Zell am See,primary,asphalt,B178,
Hochtor,Austria,2504,47.0811877,12.8425858,Kärnten,Spittal an der Drau,tertiary,asphalt,,de:Großglockner-Hochalpenstraße
Fuscher Törl,Austria,2428,47.1167877,12.8239057,Salzburg,Zell am See,tertiary,asphalt,,
Allander Höhe,Austria,423,48.0540759,16.1090082,Niederösterreich,Baden,primary;tertiary,asphalt,B11;L4001,
Annaberg,Austria,976,47.8713912,15.3778037,Niederösterreich,Lilienfeld,primary,asphalt,B20,de:Annaberg (Pass)
Josefsberg,Austria,1012,47.8453081,15.3142303,Niederösterreich,Lilienfeld,primary,asphalt,B20,de:Josefsberg
Zellerrain,Austria,1121,47.7915017,15.2151491,Steiermark,Bruck-Mürzzuschlag,primary,asphalt,B71,de:Zellerrain
geschriebene Buche,Austria,516,48.1102454,16.0420769,Niederösterreich,Mödling,secondary,asphalt,L127,
Triebener Tauern,Austria,1274,47.4333392,14.4801963,Steiermark,Murtal,primary,asphalt,B114,de:Triebener Tauern
Perchauer Sattel,Austria,995,47.1101079,14.4577267,Steiermark,Murau,primary,asphalt,B317,de:Perchauer Sattel
Kaiserhöhe,Austria,379,48.163013,15.9627322,Niederösterreich,Sankt Pölten(Land),secondary;tertiary,asphalt,L124;L2259,
Schloffereck,Austria,941,47.3664957,15.7847538,Steiermark,Hartberg-Fürstenfeld,secondary,asphalt,L405;L406,
Mendlingpass,Austria,686,47.7481754,14.8982969,Niederösterreich,Scheibbs,primary,asphalt,B25,de:Mendlingpass
Niederalpl,Austria,1221,47.6809519,15.3777692,Steiermark,Bruck-Mürzzuschlag,secondary,asphalt,L113,de:Niederalpl
Obdacher Sattel,Austria,955,47.0451798,14.7187416,Steiermark,Murtal,primary;residential,asphalt,B78,de:Obdacher Sattel
Wastl am Wald,Austria,1110,47.8939688,15.3038458,Niederösterreich,Scheibbs,primary,asphalt,B28,de:Wastl am Wald
Pyhrnpass,Austria,954,47.6190877,14.2979681,Oberösterreich,Kirchdorf,primary,asphalt,B138,de:Pyhrnpass
Forsthof,Austria,564,48.1038566,15.9114958,Niederösterreich,Baden,secondary;unclassified,asphalt,L110,de:Forsthof (Pass)
Grattinger Sattel,Austria,1170,47.0266665,14.1452604,Kärnten,Sankt Veit an der Glan,secondary,asphalt,L62a,de:Grattinger Sattel
Sölkpass,Austria,1790,47.2716898,14.0796747,Steiermark,Liezen,secondary,asphalt,L704,de:Sölkpass
Rauriserhöhe,Austria,978,47.2847433,12.9696121,Salzburg,Zell am See,secondary,asphalt,L112,
Kühtaisattel,Austria,2017,47.2138031,11.0243734,Tirol,Imst,secondary,asphalt,L13,de:Kühtaisattel
Schöfftaler Höhe,Austria,666,47.9379262,14.4837303,Oberösterreich,Steyr-Land,tertiary,asphalt,L1342,
In der Luft,Austria,628,48.0498092,15.3958426,Niederösterreich,Sankt Pölten(Land),secondary;track;unclassified,asphalt,L103,de:Luft (Pass)
Weißenbacher Sattel,Austria,566,47.771251,13.6226505,Oberösterreich,Gmunden,primary,asphalt,B153,
Kniepass,Austria,872,47.5265573,10.709072,Tirol,Reutte,tertiary,asphalt,L288,
Formarinjoch,Austria,1871,47.1710482,9.9987205,Vorarlberg,Bludenz,service,asphalt,,
Hochtannbergpass,Austria,1676,47.2694738,10.130451,Vorarlberg,Bregenz,primary,asphalt,L200,de:Hochtannbergpass
Grestner Höhe,Austria,631,47.9720743,14.971192,Niederösterreich,Scheibbs,primary,asphalt,B22,
Seefelder Sattel,Austria,1185,47.3179828,11.1985505,Tirol,Innsbruck-Land,primary,asphalt,B177,de:Seefelder Sattel
Gadenweit-Pass,Austria,652,47.9239255,15.005343,Niederösterreich,Scheibbs,tertiary;unclassified,asphalt,L6169,
Ramssattel,Austria,824,47.6333706,15.9748521,Niederösterreich,Neunkirchen,secondary,asphalt,L137,de:Ramssattel
Radlpass / Radeljski prelaz,Austria,661,46.6450894,15.2064879,Steiermark,Deutschlandsberg,primary;secondary,asphalt,434;B76,sl:Radeljski prelaz
Kerschbaumer Sattel,Austria,1113,47.3874903,11.8766865,Tirol,Kufstein,residential;track;unclassified,asphalt,,de:Kerschbaumer Sattel (Tirol)
Michelbühel,Austria,999,47.8428827,15.4582559,Niederösterreich,Lilienfeld,secondary,asphalt,L101,de:Michelbühel
Furkajoch,Austria,1758,47.2666273,9.8329014,Vorarlberg,Feldkirch,secondary,asphalt,L51,de:Furkajoch
Losenpass,Austria,1137,47.4239113,9.809096,Vorarlberg,Bregenz,secondary,asphalt,L48,de:Losenpass
Prekowa,Austria,1288,46.9409336,14.2726787,Kärnten,Sankt Veit an der Glan,service;tertiary,asphalt,L62c,
Flattnitzer Höhe,Austria,1429,46.9409377,14.0366298,Kärnten,Sankt Veit an der Glan,secondary;track,asphalt,L63,de:Flattnitzer Höhe
Rohrer Sattel,Austria,864,47.8705527,15.7986951,Niederösterreich,Wiener Neustadt(Land),path;primary;track,asphalt,B21,de:Rohrer Sattel
Lienbachsattel,Austria,1304,47.6266378,13.4140171,Salzburg,Hallein,tertiary,asphalt,,de:Lienbachsattel
Hebalm,Austria,1420,46.9128571,15.0305705,Steiermark,Voitsberg,secondary,asphalt,L606,de:Hebalm
Hengstlhöhe,Austria,517,48.1380847,16.0492336,Niederösterreich,Sankt Pölten(Land),tertiary,asphalt,L2111,de:Hengstlsattel
Präbichl,Austria,1226,47.5242441,14.9472379,Steiermark,Leoben,primary,asphalt,B115,de:Präbichl
Buchauer Sattel,Austria,861,47.6104959,14.5178002,Steiermark,Liezen,primary,asphalt,B117,de:Buchauer Sattel
Radstädter Tauern,Austria,1738,47.2479945,13.5592609,Salzburg,Tamsweg,primary;residential;service,asphalt,B99,de:Radstädter Tauernpass
Faschinajoch,Austria,1486,47.2717338,9.9072637,Vorarlberg,Bludenz,primary,asphalt,L193,de:Faschinajoch
Lahnsattel,Austria,1015,47.7748942,15.4856786,Niederösterreich,Lilienfeld,primary;track,asphalt,B23,de:Lahnsattel (Pass)
Brennerpass - Passo del Brennero,Austria,1370,47.0073993,11.5066996,Tirol,Innsbruck-Land,primary,asphalt,B182,de:Brennerpass
Soboth,Austria,1347,46.668346,15.0099843,Kärnten,Wolfsberg,primary;track;unclassified,asphalt,B69,de:Soboth (Pass)
Buchener Höhe,Austria,1247,47.3376313,11.1227507,Tirol,Innsbruck-Land,tertiary,asphalt,L35,de:Buchener Höhe
Gerichtsberg,Austria,581,48.0299619,15.8590954,Niederösterreich,Lilienfeld,primary;unclassified,asphalt,B18,de:Gerichtsberg
Hals,Austria,662,47.9270322,15.988639,Niederösterreich,Wiener Neustadt(Land),secondary;service;track,asphalt,L138,de:Hals (Gebirgspass)
Pass Gschütt,Austria,957,47.5913708,13.5056271,Oberösterreich,Gmunden,primary,asphalt,B166,de:Pass Gschütt
Finstermünzpass,Austria,1186,46.9133356,10.4933452,Tirol,Landeck,primary,asphalt,B180,de:Finstermünzpass
Ascher,Austria,738,47.814094,15.9413874,Niederösterreich,Neunkirchen,secondary;track,asphalt,L138,de:Ascher (Pass)
Hocheggersattel,Austria,1328,47.2312821,14.3608504,Steiermark,Murau,secondary,asphalt,L514,de:Hocheggersattel
Kartitscher Sattel,Austria,1525,46.7179498,12.5410422,Tirol,Lienz,primary,asphalt,B111,de:Kartitscher Sattel
Eibeggsattel,Austria,1001,47.4217882,15.4482518,Steiermark,Bruck-Mürzzuschlag,path;track;unclassified,asphalt,,de:Eibeggsattel
Feistritzsattel,Austria,1287,47.5674662,15.8654837,Steiermark,Weiz,secondary,asphalt,L175;L407,de:Feistritzsattel
Wieserhöhe,Austria,534,47.9817777,14.6915433,Niederösterreich,Waidhofen an der Ybbs(Stadt),secondary;unclassified,asphalt,L6196;L88,
Grünbacher Sattel,Austria,678,47.7957287,15.9613573,Niederösterreich,Neunkirchen,primary,asphalt,B26,de:Grünbacher Sattel
Norbertshöhe,Austria,1405,46.8950995,10.4849879,Tirol,Landeck,primary,asphalt,B185,de:Norbertshöhe
Schwarzenbichl,Austria,1241,47.1480814,13.9288018,Salzburg,Tamsweg,secondary,asphalt,B96,
Riederberg,Austria,384,48.2500807,16.0945332,Niederösterreich,Tulln,primary,asphalt,B1,de:Riederberg (Wienerwald)
Hirschbichl-Pass,Austria,1183,47.552699,12.7947954,Salzburg,Zell am See,unclassified,asphalt,L110,
Alpl,Austria,1091,47.5006315,15.6453052,Steiermark,Weiz,primary;track;unclassified,asphalt,B72,de:Alpl (Pass)
Semmeringpass,Austria,984,47.6326545,15.8290591,Niederösterreich,Neunkirchen,secondary,asphalt,L118,de:Semmering-Pass
Korensko Sedlo - Wurzenpass,Austria,1071,46.5233245,13.7515611,Kärnten,Villach Land,primary,asphalt,B109,de:Wurzenpass
Junge Prosset,Austria,387,47.8033324,16.0828659,Niederösterreich,Wiener Neustadt(Land),tertiary;unclassified,asphalt,L4075,
Schiestelscharte,Austria,2024,46.8900564,13.793513,Kärnten,Feldkirchen,tertiary,asphalt,,de:Nockalmstraße
Fernpass,Austria,1216,47.3639192,10.8349398,Tirol,Reutte,primary,asphalt,B179,de:Fernpass
Sattel,Austria,1110,47.4190088,10.8352022,Tirol,Reutte,unclassified,asphalt,,
Pass Grießen,Austria,975,47.4563609,12.6432086,Salzburg,Zell am See,primary,asphalt,B164,de:Grießenpass
Hafnerberg,Austria,478,48.0181224,16.0141094,Niederösterreich,Baden,residential;secondary,asphalt,L131,de:Hafnerberg (Pass)
Arlberg,Austria,1793,47.129845,10.2106302,Tirol,Landeck,primary,asphalt,B197,de:Arlberg
Namlospass,Austria,1359,47.3715759,10.6934033,Tirol,Reutte,secondary,asphalt,L21,
Hengstpass,Austria,985,47.7022066,14.4603516,Oberösterreich,Kirchdorf,secondary,asphalt,L550,de:Hengstpass
Seebergsattel,Austria,1246,47.6258575,15.2821989,Steiermark,Bruck-Mürzzuschlag,primary,asphalt,B20,de:Steirischer Seeberg
Hahntennjoch,Austria,1894,47.2873483,10.6554709,Tirol,Imst,secondary,asphalt,L72,de:Hahntennjoch
Ammersattel,Austria,1115,47.5331576,10.883854,Tirol,Reutte,secondary,asphalt,L255,de:Ammersattel
Katschberghöhe,Austria,1641,47.0591486,13.6156628,Kärnten,Spittal an der Drau,primary,asphalt,B99,de:Katschberg
Paulitschsattel / Pavličevo sedlo,Austria,1338,46.4252064,14.5851927,Kärnten,Völkermarkt,tertiary,asphalt,L132,de:Paulitschsattel
Perfalleck,Austria,822,47.7776693,13.301864,Salzburg,Salzburg-Umgebung,unclassified,asphalt,,de:Perfalleck
Taferlhöhe,Austria,829,47.8447131,13.6199462,Oberösterreich,Gmunden,secondary,asphalt,L544,
Pass Thurn,Austria,1273,47.3085876,12.4084885,Salzburg,Zell am See,primary,asphalt,B161,de:Pass Thurn
Scharflingerhöhe,Austria,600,47.7863638,13.3901223,Salzburg,Salzburg-Umgebung,primary,asphalt,B154,de:Scharflinger Höhe
Filzensattel,Austria,1290,47.3972515,13.0009717,Salzburg,Zell am See,primary,asphalt,B164,de:Filzensattel
Dientner Sattel,Austria,1370,47.3915377,13.0575304,Salzburg,Sankt Johann im Pongau,primary,asphalt,B164,de:Dientner Sattel
Gerlospass,Austria,1531,47.2428554,12.1093917,Salzburg,Zell am See,primary,asphalt,B165,de:Gerlospass
Haselrast,Austria,778,47.9045957,15.8006293,Niederösterreich,Wiener Neustadt(Land),unclassified,asphalt,,de:Haselrast
Gaberl,Austria,1551,47.107337,14.9167383,Steiermark,Voitsberg,primary,asphalt,B77,de:Gaberl
Iselsberg,Austria,1209,46.8542485,12.8581239,Kärnten,Spittal an der Drau,primary,asphalt,B107,de:Iselsberg (Pass)
Koppenpass,Austria,690,47.5735021,13.7204855,Oberösterreich,Gmunden,secondary,asphalt,L547,de:Koppenpass
Holzleitensattel,Austria,1119,47.3053428,10.8934178,Tirol,Imst,primary,asphalt,B189,de:Holzleitensattel
Gapfohlfürkele,Austria,1663,47.2767161,9.7674513,Vorarlberg,Feldkirch,track,asphalt,,
Kleiner Semmering,Austria,461,48.1438387,16.1266711,Niederösterreich,Mödling,secondary,asphalt,L128,de:Kleiner Semmering
Kernhofer Gscheid,Austria,970,47.8283088,15.4839008,Niederösterreich,Lilienfeld,primary,asphalt,B21,de:Kernhofer Gscheid
Bielerhöhe,Austria,2037,46.9180441,10.0956108,Vorarlberg,Bludenz,secondary,asphalt,,de:Bielerhöhe
Gaichtpass,Austria,1093,47.4526345,10.6249458,Tirol,Reutte,primary,asphalt,B199,de:Gaichtpass
Pillerhöhe,Austria,1559,47.1180564,10.6669403,Tirol,Landeck,secondary,asphalt,L63,de:Pillerhöhe
Flexenpass,Austria,1773,47.1583475,10.164861,Vorarlberg,Bludenz,primary,asphalt,L198,de:Flexenpass
Gailbergsattel,Austria,981,46.7177924,12.9670121,Kärnten,Hermagor,primary;track,asphalt,B110,de:Gailbergsattel
Ziehberg,Austria,683,47.8879399,14.0805134,Oberösterreich,Kirchdorf,secondary,asphalt,L553,
Sommeralm,Austria,1400,47.3452479,15.5523978,Steiermark,Weiz,secondary,asphalt,L355,
Straßegg,Austria,1163,47.3898947,15.5311233,Steiermark,Weiz,secondary,asphalt,L104,de:Straßegg
Weinebene,Austria,1668,46.8399073,15.016477,Steiermark,Deutschlandsberg,secondary,asphalt,L619,de:Weinebene
Kreuzwirt,Austria,1037,47.3803444,15.7923886,Steiermark,Hartberg-Fürstenfeld,secondary,asphalt,L405,
Timmelsjoch - Passo Rombo,Austria,2474,46.9053451,11.0973198,Tirol,Imst,secondary,asphalt,SS44bis,de:Timmelsjoch
Promau,Austria,809,47.7617961,14.8295273,Niederösterreich,Amstetten,unclassified,asphalt,,de:Promau (Hollenstein an der Ybbs)
Schöcklkreuz,Austria,1125,47.2044301,15.485048,Steiermark,Graz-Umgebung,secondary,asphalt,L319,
Göttweiger Sattel,Austria,303,48.3621106,15.6221233,Niederösterreich,Krems(Land),secondary;tertiary,asphalt,L100;L7071;L7102,
Kleiner Loiblpass / Sopotnica,Austria,770,46.4881901,14.2683763,Kärnten,Klagenfurt Land,primary,asphalt,B91,
Preiner Gscheid,Austria,1069,47.6757574,15.7236114,Niederösterreich,Neunkirchen,secondary,asphalt,L135,de:Preiner Gscheid
Pass Lueg,Austria,553,47.5756073,13.1946919,Salzburg,Hallein,primary,asphalt,B159,de:Pass Lueg
Eisenberger Sattel,Austria,350,47.1912863,16.3915731,Burgenland,Oberwart,tertiary;track,asphalt,L390,
Hellmonsödter Sattel,Austria,782,48.4309625,14.2948269,Oberösterreich,Urfahr-Umgebung,primary,asphalt,B126,
Pöllauer Sattel,Austria,1092,47.199645,14.1903919,Steiermark,Murau,secondary,asphalt,L512,de:Schwarze Sau (Niedere Tauern)
